STATION,NAME,DATE,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",12/1/1906,0,0,0,,26.1,13.9,18.3
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",12/2/1906,0,0,0,,27.2,11.1,23.9
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",12/3/1906,0,0,0,,26.7,13.3,23.3
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",12/4/1906,0,0,0,,25.6,13.3,21.7
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",12/5/1906,0.5,0,0,,28.3,17.8,29.4
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",12/6/1906,1,0,0,,23.9,12.2,16.1
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",12/7/1906,0,0,0,,18.9,2.8,13.3
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",12/8/1906,0,0,0,,22.8,6.7,20.6
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",12/9/1906,1.3,0,0,,20.6,16.7,17.8
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",12/10/1906,0,0,0,,20.6,13.9,13.9
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",12/11/1906,0,0,0,,13.9,5.6,10
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",12/12/1906,0,0,0,,20.6,7.8,17.2
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",12/13/1906,0,0,0,,25.6,11.7,20
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",12/14/1906,0,0,0,,25.6,16.1,21.7
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",12/15/1906,1.5,0,0,,21.7,10.6,13.3
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",12/16/1906,45,0,0,,13.3,6.1,6.7
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",12/17/1906,0.3,0,0,,7.2,4.4,6.7
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",12/18/1906,0,0,0,,7.2,0,4.4
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",12/19/1906,0,0,0,,12.2,0.6,7.2
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",12/20/1906,0,0,0,,16.7,0,13.9
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",12/21/1906,0,0,0,,21.7,0,16.7
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",12/22/1906,0,0,0,,16.7,5.6,13.3
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",12/23/1906,0,0,0,,13.3,-0.6,6.1
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",12/24/1906,0,0,0,,13.9,-1.1,9.4
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",12/25/1906,0,0,0,,15.6,5,13.3
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",12/26/1906,0,0,0,,22.2,3.9,16.7
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",12/27/1906,0,0,0,,23.3,13.3,20.6
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",12/28/1906,0,0,0,,21.1,12.2,12.2
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",12/29/1906,3,0,0,,18.3,8.9,18.3
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",12/30/1906,35.8,0,0,,20,13.3,15.6
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",12/31/1906,0,0,0,,15.6,3.3,11.1
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",1/1/1907,0.8,0,0,,17.8,8.3,17.2
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",1/2/1907,5.6,0,0,,23.3,17.2,21.7
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",1/3/1907,5.6,0,0,,22.2,12.8,13.9
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",1/4/1907,0,0,0,,16.1,0,12.8
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",1/5/1907,1.3,0,0,,16.1,5.6,15.6
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",1/6/1907,0,0,0,,25.6,15.6,21.7
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",1/7/1907,0,0,0,,26.7,18.3,21.7
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",1/8/1907,0,0,0,,26.7,17.8,22.2
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",1/9/1907,1.3,0,0,,25.6,15,15
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",1/10/1907,0,0,0,,15.6,8.9,14.4
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",1/11/1907,0,0,0,,25,12.8,23.9
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",1/12/1907,0,0,0,,26.1,18.3,22.2
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",1/13/1907,4.3,0,0,,26.1,19.4,22.2
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",1/14/1907,0,0,0,,27.2,19.4,22.2
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",1/15/1907,0,0,0,,26.1,17.2,23.9
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",1/16/1907,0,0,0,,27.8,17.2,23.3
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",1/17/1907,0,0,0,,26.7,18.3,25
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",1/18/1907,0,0,0,,25.6,17.8,23.3
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",1/19/1907,2.8,0,0,,23.3,13.3,16.1
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",1/20/1907,0,0,0,,16.1,2.2,10.6
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",1/21/1907,0,0,0,,16.7,-1.7,11.7
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",1/22/1907,0,0,0,,18.9,-1.1,15
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",1/23/1907,0,0,0,,20,0.6,13.9
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",1/24/1907,0,0,0,,19.4,3.3,18.3
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",1/25/1907,6.1,0,0,,18.3,3.9,3.9
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",1/26/1907,0,0,0,,8.9,0,7.8
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",1/27/1907,0,0,0,,9.4,2.8,5.6
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",1/28/1907,0,0,0,,12.2,-1.7,8.9
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",1/29/1907,0,0,0,,17.8,0.6,17.8
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",1/30/1907,0.8,0,0,,18.9,14.4,18.3
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",1/31/1907,0,0,0,,25,16.1,23.3
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",2/1/1907,18.5,0,0,,25.6,15,23.3
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",2/2/1907,0,0,0,,26.7,16.7,21.7
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",2/3/1907,0,0,0,,21.7,6.7,12.8
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",2/4/1907,6.4,0,0,,12.8,1.7,4.4
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",2/5/1907,0.3,0,0,,4.4,1.7,3.9
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",2/6/1907,0,0,0,,10.6,-1.7,8.3
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",2/7/1907,0,0,0,,12.2,4.4,10
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",2/8/1907,0,0,0,,16.1,-1.7,12.2
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",2/9/1907,0,0,0,,23.3,0,19.4
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",2/10/1907,0,0,0,,19.4,1.7,13.9
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",2/11/1907,0,0,0,,22.8,0.6,17.2
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",2/12/1907,0,0,0,,25.6,3.3,20.6
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",2/13/1907,0,0,0,,25,5,20
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",2/14/1907,0,0,0,,20.6,6.1,16.1
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",2/15/1907,0,0,0,,18.9,-1.7,15
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",2/16/1907,0,0,0,,22.8,0.6,20.6
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",2/17/1907,0,0,0,,27.2,2.2,23.3
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",2/18/1907,0,0,0,,24.4,8.3,22.2
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",2/19/1907,0.5,0,0,,22.2,9.4,18.3
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",2/20/1907,0,0,0,,22.8,1.7,18.3
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",2/21/1907,0,0,0,,26.7,4.4,23.3
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",2/22/1907,0,0,0,,23.3,7.2,17.8
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",2/23/1907,0,0,0,,24.4,12.2,22.2
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",2/24/1907,25.1,0,0,,22.8,16.7,17.2
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",2/25/1907,4.6,0,0,,17.2,12.8,13.3
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",2/26/1907,0.3,0,0,,23.3,10.6,21.1
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",2/27/1907,11.4,0,0,,21.1,13.3,17.8
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",2/28/1907,29,0,0,,26.7,15,23.3
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",3/1/1907,2,0,0,,23.9,8.3,13.3
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",3/2/1907,0,0,0,,23.9,3.3,18.9
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",3/3/1907,0,0,0,,27.2,6.7,24.4
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",3/4/1907,0,0,0,,26.7,7.8,23.3
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",3/5/1907,0,0,0,,28.9,16.1,25
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",3/6/1907,0,0,0,,29.4,17.8,26.7
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",3/7/1907,0,0,0,,30.6,18.9,27.8
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",3/8/1907,0,0,0,,30,16.1,26.1
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",3/9/1907,0,0,0,,28.9,17.2,24.4
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",3/10/1907,0,0,0,,27.2,18.9,21.7
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",3/11/1907,0,0,0,,27.2,13.9,25
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",3/12/1907,0,0,0,,27.8,20.6,24.4
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",3/13/1907,0,0,0,,26.1,20.6,24.4
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",3/14/1907,7.4,0,0,,21.7,7.2,10
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",3/15/1907,0,0,0,,20.6,5,16.1
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",3/16/1907,0,0,0,,21.7,4.4,20
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",3/17/1907,0,0,0,,28.3,17.8,25.6
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",3/18/1907,0,0,0,,30,18.3,26.1
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",3/19/1907,0,0,0,,31.7,18.9,27.8
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",3/20/1907,0,0,0,,31.7,17.2,27.8
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",3/21/1907,0,0,0,,31.1,17.2,27.8
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",3/22/1907,0,0,0,,30.6,19.4,26.7
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",3/23/1907,0,0,0,,30.6,18.9,27.8
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",3/24/1907,0,0,0,,31.1,18.9,27.2
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",3/25/1907,0,0,0,,29.4,18.3,27.8
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",3/26/1907,0,0,0,,31.1,19.4,26.7
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",3/27/1907,0,0,0,,31.7,20,25.6
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",3/28/1907,0,0,0,,30.6,19.4,26.7
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",3/29/1907,8.9,0,0,,26.7,17.2,17.2
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",3/30/1907,30.5,0,0,,17.8,14.4,16.7
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",3/31/1907,2.8,0,0,,18.9,9.4,12.2
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",4/1/1907,0,0,0,,20,5,17.2
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",4/2/1907,0,0,0,,23.3,2.8,19.4
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",4/3/1907,0,0,0,,24.4,8.9,20.6
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",4/4/1907,0,0,0,,24.4,15.6,23.3
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",4/5/1907,0,0,0,,23.9,13.9,20
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",4/6/1907,12.7,0,0,,28.3,7.8,25
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",4/7/1907,0,0,0,,28.9,18.9,25
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",4/8/1907,0,0,0,,25.6,12.2,20.6
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",4/9/1907,0,0,0,,25.6,3.9,19.4
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",4/10/1907,0,0,0,,30,8.3,25
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",4/11/1907,0,0,0,,31.1,15.6,25.6
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",4/12/1907,1.8,0,0,,25.6,15.6,20
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",4/13/1907,0,0,0,,21.1,5,17.8
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",4/14/1907,0,0,0,,22.2,7.2,18.3
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",4/15/1907,0,0,0,,28.3,15,25
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",4/16/1907,0,0,0,,31.7,21.1,26.7
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",4/17/1907,20.3,0,0,,26.7,12.2,13.3
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",4/18/1907,0.3,0,0,,29.4,12.2,25.6
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",4/19/1907,0,0,0,,25.6,11.7,12.2
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",4/20/1907,3.3,0,0,,13.9,8.9,13.3
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",4/21/1907,0,0,0,,13.3,9.4,10
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",4/22/1907,7.6,0,0,,16.7,10,13.9
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",4/23/1907,0,0,0,,22.8,4.4,13.9
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",4/24/1907,0,0,0,,26.1,10.6,22.2
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",4/25/1907,0,0,0,,28.9,15,24.4
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",4/26/1907,19.6,0,0,,26.7,13.9,23.3
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",4/27/1907,0,0,0,,28.3,15,25.6
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",4/28/1907,17.8,0,0,,28.3,15,25
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",4/29/1907,0,0,0,,30,20,25
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",4/30/1907,8.1,0,0,,25.6,8.3,8.9
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",5/1/1907,21.1,0,0,,15.6,8.3,15
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",5/2/1907,9.9,0,0,,21.7,13.3,20
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",5/3/1907,0,0,0,,20,11.1,17.8
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",5/4/1907,88.9,0,0,,26.1,16.7,23.3
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",5/5/1907,0,0,0,,23.3,8.3,20.6
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",5/6/1907,0,0,0,,27.8,13.9,25
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",5/7/1907,0,0,0,,30.6,22.2,27.8
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",5/8/1907,0,0,0,,30.6,16.7,26.7
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",5/9/1907,55.1,0,0,,28.9,17.2,18.3
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",5/10/1907,3.8,0,0,,27.8,16.1,23.3
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",5/11/1907,0,0,0,,27.2,14.4,22.2
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",5/12/1907,0,0,0,,29.4,12.2,24.4
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",5/13/1907,0,0,0,,30,17.2,26.1
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",5/14/1907,24.4,0,0,,26.7,18.9,19.4
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",5/15/1907,0,0,0,,22.8,7.2,20.6
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",5/16/1907,0,0,0,,28.3,7.2,24.4
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",5/17/1907,0,0,0,,31.1,11.1,25.6
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",5/18/1907,0,0,0,,28.9,15,23.9
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",5/19/1907,0,0,0,,30,15.6,21.7
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",5/20/1907,0,0,0,,30.6,16.1,27.2
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",5/21/1907,2,0,0,,30.6,17.8,23.9
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",5/22/1907,6.6,0,0,,30.6,18.9,21.7
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",5/23/1907,6.4,0,0,,30,19.4,25.6
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",5/24/1907,0,0,0,,30.6,20.6,27.2
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",5/25/1907,29.5,0,0,,29.4,16.7,26.1
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",5/26/1907,0,0,0,,33.3,21.7,27.8
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",5/27/1907,33,0,0,,27.8,15,21.1
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",5/28/1907,9.4,0,0,,21.7,12.8,15.6
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",5/29/1907,1.8,0,0,,23.9,15,21.1
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",5/30/1907,18.8,0,0,,26.1,19.4,23.3
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",5/31/1907,6.4,0,0,,26.7,15,22.2
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",6/1/1907,0,0,0,,24.4,13.3,22.2
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",6/2/1907,0,0,0,,27.8,10.6,26.1
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",6/3/1907,0,0,0,,31.1,12.2,28.3
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",6/4/1907,0.8,0,0,,32.8,19.4,30
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",6/5/1907,0,0,0,,30.6,21.7,27.2
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",6/6/1907,0,0,0,,32.2,19.4,29.4
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",6/7/1907,0,0,0,,35,22.8,28.3
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",6/8/1907,0,0,0,,33.9,23.3,27.2
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",6/9/1907,0,0,0,,32.2,23.3,28.9
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",6/10/1907,0,0,0,,35.6,23.9,32.8
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",6/11/1907,0,0,0,,35.6,22.8,32.8
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",6/12/1907,0,0,0,,33.9,23.3,31.1
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",6/13/1907,0,0,0,,35,22.2,31.1
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",6/14/1907,0,0,0,,35.6,22.2,28.9
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",6/15/1907,3.6,0,0,,34.4,19.4,26.7
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",6/16/1907,0,0,0,,33.9,18.9,30.6
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",6/17/1907,0,0,0,,33.3,16.7,29.4
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",6/18/1907,0,0,0,,33.9,18.9,26.1
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",6/19/1907,0,0,0,,32.8,17.8,30
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",6/20/1907,0.8,0,0,,30.6,18.3,22.2
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",6/21/1907,0,0,0,,31.7,20,28.9
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",6/22/1907,0,0,0,,34.4,21.7,30.6
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",6/23/1907,0,0,0,,35,22.8,29.4
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",6/24/1907,0,0,0,,35.6,21.7,32.2
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",6/25/1907,0,0,0,,35,22.2,30.6
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",6/26/1907,0,0,0,,35.6,21.1,32.8
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",6/27/1907,0,0,0,,36.1,20,32.2
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",6/28/1907,0,0,0,,35,22.8,32.8
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",6/29/1907,0,0,0,,34.4,21.1,30
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",6/30/1907,0,0,0,,35,23.3,33.3
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",7/1/1907,0,0,0,,37.2,24.4,35
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",7/2/1907,0,0,0,,35,25,25.6
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",7/3/1907,0,0,0,,,,
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",7/4/1907,0,0,0,,35.6,20,26.7
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",7/5/1907,0,0,0,,34.4,13.3,28.3
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",7/6/1907,0,0,0,,36.7,22.2,28.3
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",7/7/1907,0,0,0,,33.9,25.6,30
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",7/8/1907,0,0,0,,34.4,20,23.9
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",7/9/1907,0,0,0,,34.4,22.8,27.8
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",7/10/1907,0,0,0,,35.6,22.2,25
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",7/11/1907,8.1,0,0,,33.9,22.8,22.8
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",7/12/1907,5.1,0,0,,32.2,22.8,29.4
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",7/13/1907,1.8,0,0,,35,22.8,27.2
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",7/14/1907,0,0,0,,35,23.9,28.9
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",7/15/1907,0,0,0,,35,22.8,30.6
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",7/16/1907,0,0,0,,35,22.2,30
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",7/17/1907,0,0,0,,35.6,20.6,32.2
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",7/18/1907,0,0,0,,33.9,21.1,31.7
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",7/19/1907,0,0,0,,33.3,21.1,27.2
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",7/20/1907,0,0,0,,,,
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",7/21/1907,0,0,0,,36.7,18.9,34.4
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",7/22/1907,0,0,0,,38.3,20,35.6
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",7/23/1907,0,0,0,,37.8,21.1,28.9
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",7/24/1907,0,0,0,,36.7,21.1,33.9
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",7/25/1907,0,0,0,,35.6,21.7,33.3
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",7/26/1907,0,0,0,,37.8,22.2,35
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",7/27/1907,0,0,0,,37.8,23.9,35
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",7/28/1907,0,0,0,,38.3,23.3,36.1
USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",7/29/1907,0,0,0,,36.7,25,34.4
