MapDate,FIPS,County,State,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20030304,48005,Angelina County,TX,100,0,0,0,0,0,3/4/2003,3/10/2003,1
20030225,48005,Angelina County,TX,100,0,0,0,0,0,2/25/2003,3/3/2003,1
20030218,48005,Angelina County,TX,100,0,0,0,0,0,2/18/2003,2/24/2003,1
20030211,48005,Angelina County,TX,100,0,0,0,0,0,2/11/2003,2/17/2003,1
20030204,48005,Angelina County,TX,100,0,0,0,0,0,2/4/2003,2/10/2003,1
20030128,48005,Angelina County,TX,100,0,0,0,0,0,1/28/2003,2/3/2003,1
20030121,48005,Angelina County,TX,100,0,0,0,0,0,1/21/2003,1/27/2003,1
20030114,48005,Angelina County,TX,100,0,0,0,0,0,1/14/2003,1/20/2003,1
20030107,48005,Angelina County,TX,100,0,0,0,0,0,1/7/2003,1/13/2003,1
20021231,48005,Angelina County,TX,100,0,0,0,0,0,12/31/2002,1/6/2003,1
20021224,48005,Angelina County,TX,100,0,0,0,0,0,12/24/2002,12/30/2002,1
20021217,48005,Angelina County,TX,100,0,0,0,0,0,12/17/2002,12/23/2002,1
20021210,48005,Angelina County,TX,100,0,0,0,0,0,12/10/2002,12/16/2002,1
20021203,48005,Angelina County,TX,100,0,0,0,0,0,12/3/2002,12/9/2002,1
20021126,48005,Angelina County,TX,100,0,0,0,0,0,11/26/2002,12/2/2002,1
20021119,48005,Angelina County,TX,100,0,0,0,0,0,11/19/2002,11/25/2002,1
20021112,48005,Angelina County,TX,100,0,0,0,0,0,11/12/2002,11/18/2002,1
20021105,48005,Angelina County,TX,100,0,0,0,0,0,11/5/2002,11/11/2002,1
20021029,48005,Angelina County,TX,100,0,0,0,0,0,10/29/2002,11/4/2002,1
20021022,48005,Angelina County,TX,100,0,0,0,0,0,10/22/2002,10/28/2002,1
20021015,48005,Angelina County,TX,100,0,0,0,0,0,10/15/2002,10/21/2002,1
20021008,48005,Angelina County,TX,100,0,0,0,0,0,10/8/2002,10/14/2002,1
20021001,48005,Angelina County,TX,100,0,0,0,0,0,10/1/2002,10/7/2002,1
20020924,48005,Angelina County,TX,100,0,0,0,0,0,9/24/2002,9/30/2002,1
20020917,48005,Angelina County,TX,100,0,0,0,0,0,9/17/2002,9/23/2002,1
20020910,48005,Angelina County,TX,100,0,0,0,0,0,9/10/2002,9/16/2002,1
20020903,48005,Angelina County,TX,100,0,0,0,0,0,9/3/2002,9/9/2002,1
20020827,48005,Angelina County,TX,100,0,0,0,0,0,8/27/2002,9/2/2002,1
20020820,48005,Angelina County,TX,100,0,0,0,0,0,8/20/2002,8/26/2002,1
20020813,48005,Angelina County,TX,100,0,0,0,0,0,8/13/2002,8/19/2002,1
20020806,48005,Angelina County,TX,100,0,0,0,0,0,8/6/2002,8/12/2002,1
20020730,48005,Angelina County,TX,100,0,0,0,0,0,7/30/2002,8/5/2002,1
20020723,48005,Angelina County,TX,98.41,1.59,0,0,0,0,7/23/2002,7/29/2002,1
20020716,48005,Angelina County,TX,99.81,0.19,0,0,0,0,7/16/2002,7/22/2002,1
20020709,48005,Angelina County,TX,0,100,0,0,0,0,7/9/2002,7/15/2002,1
20020702,48005,Angelina County,TX,5.64,94.36,0,0,0,0,7/2/2002,7/8/2002,1
20020625,48005,Angelina County,TX,1.58,98.42,0,0,0,0,6/25/2002,7/1/2002,1
20020618,48005,Angelina County,TX,2.32,97.68,40.09,0,0,0,6/18/2002,6/24/2002,1
20020611,48005,Angelina County,TX,0,100,63.56,0,0,0,6/11/2002,6/17/2002,1
20020604,48005,Angelina County,TX,1.19,98.81,0,0,0,0,6/4/2002,6/10/2002,1
20020528,48005,Angelina County,TX,0,100,0,0,0,0,5/28/2002,6/3/2002,1
20020521,48005,Angelina County,TX,0,100,0,0,0,0,5/21/2002,5/27/2002,1
20020514,48005,Angelina County,TX,0,100,0,0,0,0,5/14/2002,5/20/2002,1
20020507,48005,Angelina County,TX,4.37,95.63,0,0,0,0,5/7/2002,5/13/2002,1
20020430,48005,Angelina County,TX,100,0,0,0,0,0,4/30/2002,5/6/2002,1
20020423,48005,Angelina County,TX,100,0,0,0,0,0,4/23/2002,4/29/2002,1
20020416,48005,Angelina County,TX,100,0,0,0,0,0,4/16/2002,4/22/2002,1
20020409,48005,Angelina County,TX,100,0,0,0,0,0,4/9/2002,4/15/2002,1
20020402,48005,Angelina County,TX,100,0,0,0,0,0,4/2/2002,4/8/2002,1
20020326,48005,Angelina County,TX,100,0,0,0,0,0,3/26/2002,4/1/2002,1
20020319,48005,Angelina County,TX,100,0,0,0,0,0,3/19/2002,3/25/2002,1
20020312,48005,Angelina County,TX,100,0,0,0,0,0,3/12/2002,3/18/2002,1
20020305,48005,Angelina County,TX,100,0,0,0,0,0,3/5/2002,3/11/2002,1
20020226,48005,Angelina County,TX,100,0,0,0,0,0,2/26/2002,3/4/2002,1
20020219,48005,Angelina County,TX,100,0,0,0,0,0,2/19/2002,2/25/2002,1
20020212,48005,Angelina County,TX,100,0,0,0,0,0,2/12/2002,2/18/2002,1
20020205,48005,Angelina County,TX,100,0,0,0,0,0,2/5/2002,2/11/2002,1
20020129,48005,Angelina County,TX,100,0,0,0,0,0,1/29/2002,2/4/2002,1
20020122,48005,Angelina County,TX,100,0,0,0,0,0,1/22/2002,1/28/2002,1
20020115,48005,Angelina County,TX,100,0,0,0,0,0,1/15/2002,1/21/2002,1
20020108,48005,Angelina County,TX,100,0,0,0,0,0,1/8/2002,1/14/2002,1
20020101,48005,Angelina County,TX,100,0,0,0,0,0,1/1/2002,1/7/2002,1
20011225,48005,Angelina County,TX,100,0,0,0,0,0,12/25/2001,12/31/2001,1
20011218,48005,Angelina County,TX,100,0,0,0,0,0,12/18/2001,12/24/2001,1
20011211,48005,Angelina County,TX,100,0,0,0,0,0,12/11/2001,12/17/2001,1
20011204,48005,Angelina County,TX,100,0,0,0,0,0,12/4/2001,12/10/2001,1
20011127,48005,Angelina County,TX,100,0,0,0,0,0,11/27/2001,12/3/2001,1
20011120,48005,Angelina County,TX,100,0,0,0,0,0,11/20/2001,11/26/2001,1
20011113,48005,Angelina County,TX,100,0,0,0,0,0,11/13/2001,11/19/2001,1
20011106,48005,Angelina County,TX,100,0,0,0,0,0,11/6/2001,11/12/2001,1
20011030,48005,Angelina County,TX,100,0,0,0,0,0,10/30/2001,11/5/2001,1
20011023,48005,Angelina County,TX,100,0,0,0,0,0,10/23/2001,10/29/2001,1
20011016,48005,Angelina County,TX,100,0,0,0,0,0,10/16/2001,10/22/2001,1
20011009,48005,Angelina County,TX,100,0,0,0,0,0,10/9/2001,10/15/2001,1
20011002,48005,Angelina County,TX,100,0,0,0,0,0,10/2/2001,10/8/2001,1
20010925,48005,Angelina County,TX,100,0,0,0,0,0,9/25/2001,10/1/2001,1
20010918,48005,Angelina County,TX,100,0,0,0,0,0,9/18/2001,9/24/2001,1
20010911,48005,Angelina County,TX,100,0,0,0,0,0,9/11/2001,9/17/2001,1
20010904,48005,Angelina County,TX,100,0,0,0,0,0,9/4/2001,9/10/2001,1
20010828,48005,Angelina County,TX,100,0,0,0,0,0,8/28/2001,9/3/2001,1
20010821,48005,Angelina County,TX,100,0,0,0,0,0,8/21/2001,8/27/2001,1
20010814,48005,Angelina County,TX,100,0,0,0,0,0,8/14/2001,8/20/2001,1
20010807,48005,Angelina County,TX,99.14,0.86,0,0,0,0,8/7/2001,8/13/2001,1
20010731,48005,Angelina County,TX,100,0,0,0,0,0,7/31/2001,8/6/2001,1
20010724,48005,Angelina County,TX,100,0,0,0,0,0,7/24/2001,7/30/2001,1
20010717,48005,Angelina County,TX,100,0,0,0,0,0,7/17/2001,7/23/2001,1
20010710,48005,Angelina County,TX,100,0,0,0,0,0,7/10/2001,7/16/2001,1
20010703,48005,Angelina County,TX,100,0,0,0,0,0,7/3/2001,7/9/2001,1
20010626,48005,Angelina County,TX,100,0,0,0,0,0,6/26/2001,7/2/2001,1
20010619,48005,Angelina County,TX,100,0,0,0,0,0,6/19/2001,6/25/2001,1
20010612,48005,Angelina County,TX,100,0,0,0,0,0,6/12/2001,6/18/2001,1
20010605,48005,Angelina County,TX,100,0,0,0,0,0,6/5/2001,6/11/2001,1
20010529,48005,Angelina County,TX,100,0,0,0,0,0,5/29/2001,6/4/2001,1
20010522,48005,Angelina County,TX,100,0,0,0,0,0,5/22/2001,5/28/2001,1
20010515,48005,Angelina County,TX,100,0,0,0,0,0,5/15/2001,5/21/2001,1
20010508,48005,Angelina County,TX,100,0,0,0,0,0,5/8/2001,5/14/2001,1
20010501,48005,Angelina County,TX,100,0,0,0,0,0,5/1/2001,5/7/2001,1
20010424,48005,Angelina County,TX,100,0,0,0,0,0,4/24/2001,4/30/2001,1
20010417,48005,Angelina County,TX,100,0,0,0,0,0,4/17/2001,4/23/2001,1
20010410,48005,Angelina County,TX,100,0,0,0,0,0,4/10/2001,4/16/2001,1
20010403,48005,Angelina County,TX,100,0,0,0,0,0,4/3/2001,4/9/2001,1
20010327,48005,Angelina County,TX,100,0,0,0,0,0,3/27/2001,4/2/2001,1
20010320,48005,Angelina County,TX,100,0,0,0,0,0,3/20/2001,3/26/2001,1
20010313,48005,Angelina County,TX,100,0,0,0,0,0,3/13/2001,3/19/2001,1
20010306,48005,Angelina County,TX,100,0,0,0,0,0,3/6/2001,3/12/2001,1
20010227,48005,Angelina County,TX,100,0,0,0,0,0,2/27/2001,3/5/2001,1
20010220,48005,Angelina County,TX,100,0,0,0,0,0,2/20/2001,2/26/2001,1
20010213,48005,Angelina County,TX,100,0,0,0,0,0,2/13/2001,2/19/2001,1
20010206,48005,Angelina County,TX,100,0,0,0,0,0,2/6/2001,2/12/2001,1
20010130,48005,Angelina County,TX,100,0,0,0,0,0,1/30/2001,2/5/2001,1
20010123,48005,Angelina County,TX,100,0,0,0,0,0,1/23/2001,1/29/2001,1
20010116,48005,Angelina County,TX,100,0,0,0,0,0,1/16/2001,1/22/2001,1
20010109,48005,Angelina County,TX,100,0,0,0,0,0,1/9/2001,1/15/2001,1
20010102,48005,Angelina County,TX,100,0,0,0,0,0,1/2/2001,1/8/2001,1
20001226,48005,Angelina County,TX,100,0,0,0,0,0,12/26/2000,1/1/2001,1
20001219,48005,Angelina County,TX,100,0,0,0,0,0,12/19/2000,12/25/2000,1
20001212,48005,Angelina County,TX,100,0,0,0,0,0,12/12/2000,12/18/2000,1
20001205,48005,Angelina County,TX,100,0,0,0,0,0,12/5/2000,12/11/2000,1
20001128,48005,Angelina County,TX,100,0,0,0,0,0,11/28/2000,12/4/2000,1
20001121,48005,Angelina County,TX,100,0,0,0,0,0,11/21/2000,11/27/2000,1
20001114,48005,Angelina County,TX,100,0,0,0,0,0,11/14/2000,11/20/2000,1
20001107,48005,Angelina County,TX,100,0,0,0,0,0,11/7/2000,11/13/2000,1
20001031,48005,Angelina County,TX,0,100,100,100,0,0,10/31/2000,11/6/2000,1
20001024,48005,Angelina County,TX,0,100,100,1.51,0,0,10/24/2000,10/30/2000,1
20001017,48005,Angelina County,TX,0,100,100,51,0,0,10/17/2000,10/23/2000,1
20001010,48005,Angelina County,TX,0,100,100,100,0,0,10/10/2000,10/16/2000,1
20001003,48005,Angelina County,TX,0,100,100,100,0,0,10/3/2000,10/9/2000,1
20000926,48005,Angelina County,TX,0,100,100,100,0,0,9/26/2000,10/2/2000,1
20000919,48005,Angelina County,TX,0,100,100,100,0,0,9/19/2000,9/25/2000,1
20000912,48005,Angelina County,TX,0,100,100,100,0,0,9/12/2000,9/18/2000,1
20000905,48005,Angelina County,TX,0,100,100,0,0,0,9/5/2000,9/11/2000,1
20000829,48005,Angelina County,TX,0,100,0,0,0,0,8/29/2000,9/4/2000,1
20000822,48005,Angelina County,TX,0,100,0,0,0,0,8/22/2000,8/28/2000,1
20000815,48005,Angelina County,TX,0,100,0,0,0,0,8/15/2000,8/21/2000,1
20000808,48005,Angelina County,TX,0,100,0,0,0,0,8/8/2000,8/14/2000,1
20000801,48005,Angelina County,TX,34.68,65.32,0,0,0,0,8/1/2000,8/7/2000,1
20000725,48005,Angelina County,TX,100,0,0,0,0,0,7/25/2000,7/31/2000,1
20000718,48005,Angelina County,TX,100,0,0,0,0,0,7/18/2000,7/24/2000,1
20000711,48005,Angelina County,TX,100,0,0,0,0,0,7/11/2000,7/17/2000,1
20000704,48005,Angelina County,TX,100,0,0,0,0,0,7/4/2000,7/10/2000,1
20000627,48005,Angelina County,TX,100,0,0,0,0,0,6/27/2000,7/3/2000,1
20000620,48005,Angelina County,TX,100,0,0,0,0,0,6/20/2000,6/26/2000,1
20000613,48005,Angelina County,TX,100,0,0,0,0,0,6/13/2000,6/19/2000,1
20000606,48005,Angelina County,TX,100,0,0,0,0,0,6/6/2000,6/12/2000,1
20000530,48005,Angelina County,TX,100,0,0,0,0,0,5/30/2000,6/5/2000,1
20000523,48005,Angelina County,TX,100,0,0,0,0,0,5/23/2000,5/29/2000,1
20000516,48005,Angelina County,TX,0,100,0,0,0,0,5/16/2000,5/22/2000,1
20000509,48005,Angelina County,TX,0,100,0,0,0,0,5/9/2000,5/15/2000,1
20000502,48005,Angelina County,TX,0,100,69.51,0,0,0,5/2/2000,5/8/2000,1
20000425,48005,Angelina County,TX,0,100,69.5,0,0,0,4/25/2000,5/1/2000,1
20000418,48005,Angelina County,TX,0,100,100,0,0,0,4/18/2000,4/24/2000,1
20000411,48005,Angelina County,TX,0,100,100,0,0,0,4/11/2000,4/17/2000,1
20000404,48005,Angelina County,TX,0,100,100,0,0,0,4/4/2000,4/10/2000,1
20000328,48005,Angelina County,TX,0,100,100,0,0,0,3/28/2000,4/3/2000,1
20000321,48005,Angelina County,TX,0,100,100,59.26,0,0,3/21/2000,3/27/2000,1
20000314,48005,Angelina County,TX,0,100,100,100,0,0,3/14/2000,3/20/2000,1
20000307,48005,Angelina County,TX,0,100,100,100,0,0,3/7/2000,3/13/2000,1
20000229,48005,Angelina County,TX,0,100,100,100,0,0,2/29/2000,3/6/2000,1
20000222,48005,Angelina County,TX,0,100,100,100,0,0,2/22/2000,2/28/2000,1
20000215,48005,Angelina County,TX,0,100,100,100,0,0,2/15/2000,2/21/2000,1
20000208,48005,Angelina County,TX,0,100,100,100,0,0,2/8/2000,2/14/2000,1
20000201,48005,Angelina County,TX,0,100,100,100,0,0,2/1/2000,2/7/2000,1
20000125,48005,Angelina County,TX,0,100,100,100,0,0,1/25/2000,1/31/2000,1
20000118,48005,Angelina County,TX,0,100,100,100,0,0,1/18/2000,1/24/2000,1
20000111,48005,Angelina County,TX,0,100,100,100,0,0,1/11/2000,1/17/2000,1
20000104,48005,Angelina County,TX,0,100,100,100,0,0,1/4/2000,1/10/2000,1
