MapDate,FIPS,County,State,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20241231,48005,Angelina County,TX,100,0,0,0,0,0,12/31/2024,1/6/2025,1
20241224,48005,Angelina County,TX,19.06,80.94,0,0,0,0,12/24/2024,12/30/2024,1
20241217,48005,Angelina County,TX,58.4,41.6,0,0,0,0,12/17/2024,12/23/2024,1
20241210,48005,Angelina County,TX,58.87,41.13,0,0,0,0,12/10/2024,12/16/2024,1
20241203,48005,Angelina County,TX,0,100,14.11,0,0,0,12/3/2024,12/9/2024,1
20241126,48005,Angelina County,TX,0,100,14.11,0,0,0,11/26/2024,12/2/2024,1
20241119,48005,Angelina County,TX,0,100,14.11,0,0,0,11/19/2024,11/25/2024,1
20241112,48005,Angelina County,TX,0,100,14.14,0,0,0,11/12/2024,11/18/2024,1
20241105,48005,Angelina County,TX,0,100,99.18,0,0,0,11/5/2024,11/11/2024,1
20241029,48005,Angelina County,TX,0,100,99.18,66.74,0,0,10/29/2024,11/4/2024,1
20241022,48005,Angelina County,TX,0,100,98.04,0,0,0,10/22/2024,10/28/2024,1
20241015,48005,Angelina County,TX,2.02,97.98,13.7,0,0,0,10/15/2024,10/21/2024,1
20241008,48005,Angelina County,TX,2.02,97.98,14.13,0,0,0,10/8/2024,10/14/2024,1
20241001,48005,Angelina County,TX,56.42,43.58,0,0,0,0,10/1/2024,10/7/2024,1
20240924,48005,Angelina County,TX,59.82,40.18,0,0,0,0,9/24/2024,9/30/2024,1
20240917,48005,Angelina County,TX,100,0,0,0,0,0,9/17/2024,9/23/2024,1
20240910,48005,Angelina County,TX,15.69,84.31,0,0,0,0,9/10/2024,9/16/2024,1
20240903,48005,Angelina County,TX,15.72,84.28,0,0,0,0,9/3/2024,9/9/2024,1
20240827,48005,Angelina County,TX,13.65,86.35,0,0,0,0,8/27/2024,9/2/2024,1
20240820,48005,Angelina County,TX,100,0,0,0,0,0,8/20/2024,8/26/2024,1
20240813,48005,Angelina County,TX,100,0,0,0,0,0,8/13/2024,8/19/2024,1
20240806,48005,Angelina County,TX,100,0,0,0,0,0,8/6/2024,8/12/2024,1
20240730,48005,Angelina County,TX,100,0,0,0,0,0,7/30/2024,8/5/2024,1
20240723,48005,Angelina County,TX,100,0,0,0,0,0,7/23/2024,7/29/2024,1
20240716,48005,Angelina County,TX,100,0,0,0,0,0,7/16/2024,7/22/2024,1
20240709,48005,Angelina County,TX,100,0,0,0,0,0,7/9/2024,7/15/2024,1
20240702,48005,Angelina County,TX,100,0,0,0,0,0,7/2/2024,7/8/2024,1
20240625,48005,Angelina County,TX,100,0,0,0,0,0,6/25/2024,7/1/2024,1
20240618,48005,Angelina County,TX,100,0,0,0,0,0,6/18/2024,6/24/2024,1
20240611,48005,Angelina County,TX,100,0,0,0,0,0,6/11/2024,6/17/2024,1
20240604,48005,Angelina County,TX,100,0,0,0,0,0,6/4/2024,6/10/2024,1
20240528,48005,Angelina County,TX,100,0,0,0,0,0,5/28/2024,6/3/2024,1
20240521,48005,Angelina County,TX,100,0,0,0,0,0,5/21/2024,5/27/2024,1
20240514,48005,Angelina County,TX,100,0,0,0,0,0,5/14/2024,5/20/2024,1
20240507,48005,Angelina County,TX,100,0,0,0,0,0,5/7/2024,5/13/2024,1
20240430,48005,Angelina County,TX,100,0,0,0,0,0,4/30/2024,5/6/2024,1
20240423,48005,Angelina County,TX,100,0,0,0,0,0,4/23/2024,4/29/2024,1
20240416,48005,Angelina County,TX,100,0,0,0,0,0,4/16/2024,4/22/2024,1
20240409,48005,Angelina County,TX,100,0,0,0,0,0,4/9/2024,4/15/2024,1
20240402,48005,Angelina County,TX,100,0,0,0,0,0,4/2/2024,4/8/2024,1
20240326,48005,Angelina County,TX,100,0,0,0,0,0,3/26/2024,4/1/2024,1
20240319,48005,Angelina County,TX,100,0,0,0,0,0,3/19/2024,3/25/2024,1
20240312,48005,Angelina County,TX,100,0,0,0,0,0,3/12/2024,3/18/2024,1
20240305,48005,Angelina County,TX,100,0,0,0,0,0,3/5/2024,3/11/2024,1
20240227,48005,Angelina County,TX,100,0,0,0,0,0,2/27/2024,3/4/2024,1
20240220,48005,Angelina County,TX,100,0,0,0,0,0,2/20/2024,2/26/2024,1
20240213,48005,Angelina County,TX,100,0,0,0,0,0,2/13/2024,2/19/2024,1
20240206,48005,Angelina County,TX,99.49,0.51,0,0,0,0,2/6/2024,2/12/2024,1
20240130,48005,Angelina County,TX,95.19,4.81,0.41,0,0,0,1/30/2024,2/5/2024,1
20240123,48005,Angelina County,TX,58.3,41.7,4.81,0.54,0,0,1/23/2024,1/29/2024,1
20240116,48005,Angelina County,TX,0,100,5.01,0.54,0,0,1/16/2024,1/22/2024,1
20240109,48005,Angelina County,TX,0,100,5.01,0.54,0,0,1/9/2024,1/15/2024,1
20240102,48005,Angelina County,TX,0,100,100,5.01,0.54,0,1/2/2024,1/8/2024,1
20231226,48005,Angelina County,TX,0,100,100,2.69,0.57,0,12/26/2023,1/1/2024,1
20231219,48005,Angelina County,TX,0,100,100,2.69,0.57,0,12/19/2023,12/25/2023,1
20231212,48005,Angelina County,TX,0,100,94.18,2.69,0.57,0,12/12/2023,12/18/2023,1
20231205,48005,Angelina County,TX,4.72,95.28,25.64,2.69,0.57,0,12/5/2023,12/11/2023,1
20231128,48005,Angelina County,TX,4.72,95.28,26.06,6.58,1.24,0,11/28/2023,12/4/2023,1
20231121,48005,Angelina County,TX,4.72,95.28,26.3,6.55,1.34,0,11/21/2023,11/27/2023,1
20231114,48005,Angelina County,TX,3.94,96.06,26.3,6.55,1.34,0,11/14/2023,11/20/2023,1
20231107,48005,Angelina County,TX,0,100,61.06,6.36,2.12,0.01,11/7/2023,11/13/2023,1
20231031,48005,Angelina County,TX,0,100,61.05,5.96,2.12,0.01,10/31/2023,11/6/2023,1
20231024,48005,Angelina County,TX,0,100,100,31.93,1.88,0.01,10/24/2023,10/30/2023,1
20231017,48005,Angelina County,TX,0,100,100,31.93,1.88,0.01,10/17/2023,10/23/2023,1
20231010,48005,Angelina County,TX,0,100,100,53.14,1.88,0.01,10/10/2023,10/16/2023,1
20231003,48005,Angelina County,TX,0,100,100,100,53.14,0.01,10/3/2023,10/9/2023,1
20230926,48005,Angelina County,TX,0,100,100,100,53.14,0.01,9/26/2023,10/2/2023,1
20230919,48005,Angelina County,TX,0,100,100,100,100,26.96,9/19/2023,9/25/2023,1
20230912,48005,Angelina County,TX,0,100,100,100,100,26.96,9/12/2023,9/18/2023,1
20230905,48005,Angelina County,TX,0,100,100,100,100,2.77,9/5/2023,9/11/2023,1
20230829,48005,Angelina County,TX,0,100,100,100,100,37.55,8/29/2023,9/4/2023,1
20230822,48005,Angelina County,TX,0,100,100,100,100,37.55,8/22/2023,8/28/2023,1
20230815,48005,Angelina County,TX,0,100,100,100,68.55,0,8/15/2023,8/21/2023,1
20230808,48005,Angelina County,TX,0,100,100,68.38,0,0,8/8/2023,8/14/2023,1
20230801,48005,Angelina County,TX,0,100,68.38,12.72,0,0,8/1/2023,8/7/2023,1
20230725,48005,Angelina County,TX,0,100,12.48,2.33,0,0,7/25/2023,7/31/2023,1
20230718,48005,Angelina County,TX,0,100,12.48,0,0,0,7/18/2023,7/24/2023,1
20230711,48005,Angelina County,TX,0,100,1.35,0,0,0,7/11/2023,7/17/2023,1
20230704,48005,Angelina County,TX,31.64,68.36,0,0,0,0,7/4/2023,7/10/2023,1
20230627,48005,Angelina County,TX,72.7,27.3,0,0,0,0,6/27/2023,7/3/2023,1
20230620,48005,Angelina County,TX,99.07,0.93,0,0,0,0,6/20/2023,6/26/2023,1
20230613,48005,Angelina County,TX,100,0,0,0,0,0,6/13/2023,6/19/2023,1
20230606,48005,Angelina County,TX,100,0,0,0,0,0,6/6/2023,6/12/2023,1
20230530,48005,Angelina County,TX,100,0,0,0,0,0,5/30/2023,6/5/2023,1
20230523,48005,Angelina County,TX,100,0,0,0,0,0,5/23/2023,5/29/2023,1
20230516,48005,Angelina County,TX,100,0,0,0,0,0,5/16/2023,5/22/2023,1
20230509,48005,Angelina County,TX,100,0,0,0,0,0,5/9/2023,5/15/2023,1
20230502,48005,Angelina County,TX,100,0,0,0,0,0,5/2/2023,5/8/2023,1
20230425,48005,Angelina County,TX,100,0,0,0,0,0,4/25/2023,5/1/2023,1
20230418,48005,Angelina County,TX,100,0,0,0,0,0,4/18/2023,4/24/2023,1
20230411,48005,Angelina County,TX,100,0,0,0,0,0,4/11/2023,4/17/2023,1
20230404,48005,Angelina County,TX,100,0,0,0,0,0,4/4/2023,4/10/2023,1
20230328,48005,Angelina County,TX,100,0,0,0,0,0,3/28/2023,4/3/2023,1
20230321,48005,Angelina County,TX,100,0,0,0,0,0,3/21/2023,3/27/2023,1
20230314,48005,Angelina County,TX,100,0,0,0,0,0,3/14/2023,3/20/2023,1
20230307,48005,Angelina County,TX,100,0,0,0,0,0,3/7/2023,3/13/2023,1
20230228,48005,Angelina County,TX,100,0,0,0,0,0,2/28/2023,3/6/2023,1
20230221,48005,Angelina County,TX,100,0,0,0,0,0,2/21/2023,2/27/2023,1
20230214,48005,Angelina County,TX,100,0,0,0,0,0,2/14/2023,2/20/2023,1
20230207,48005,Angelina County,TX,100,0,0,0,0,0,2/7/2023,2/13/2023,1
20230131,48005,Angelina County,TX,100,0,0,0,0,0,1/31/2023,2/6/2023,1
20230124,48005,Angelina County,TX,100,0,0,0,0,0,1/24/2023,1/30/2023,1
20230117,48005,Angelina County,TX,100,0,0,0,0,0,1/17/2023,1/23/2023,1
20230110,48005,Angelina County,TX,100,0,0,0,0,0,1/10/2023,1/16/2023,1
20230103,48005,Angelina County,TX,100,0,0,0,0,0,1/3/2023,1/9/2023,1
20221227,48005,Angelina County,TX,54.46,45.54,0,0,0,0,12/27/2022,1/2/2023,1
20221220,48005,Angelina County,TX,54.46,45.54,0,0,0,0,12/20/2022,12/26/2022,1
20221213,48005,Angelina County,TX,55.38,44.62,0.19,0,0,0,12/13/2022,12/19/2022,1
20221206,48005,Angelina County,TX,55.38,44.62,0,0,0,0,12/6/2022,12/12/2022,1
20221129,48005,Angelina County,TX,56.83,43.17,0,0,0,0,11/29/2022,12/5/2022,1
20221122,48005,Angelina County,TX,32.83,67.17,40.93,0,0,0,11/22/2022,11/28/2022,1
20221115,48005,Angelina County,TX,32.83,67.17,40.93,0,0,0,11/15/2022,11/21/2022,1
20221108,48005,Angelina County,TX,0,100,58.27,0,0,0,11/8/2022,11/14/2022,1
20221101,48005,Angelina County,TX,0,100,100,0,0,0,11/1/2022,11/7/2022,1
20221025,48005,Angelina County,TX,0,100,100,0,0,0,10/25/2022,10/31/2022,1
20221018,48005,Angelina County,TX,0,100,100,0,0,0,10/18/2022,10/24/2022,1
20221011,48005,Angelina County,TX,0,100,100,0,0,0,10/11/2022,10/17/2022,1
20221004,48005,Angelina County,TX,0,100,98.99,0,0,0,10/4/2022,10/10/2022,1
20220927,48005,Angelina County,TX,0,100,0,0,0,0,9/27/2022,10/3/2022,1
20220920,48005,Angelina County,TX,92.55,7.45,0,0,0,0,9/20/2022,9/26/2022,1
20220913,48005,Angelina County,TX,92.55,7.45,0,0,0,0,9/13/2022,9/19/2022,1
20220906,48005,Angelina County,TX,92.74,7.26,0,0,0,0,9/6/2022,9/12/2022,1
20220830,48005,Angelina County,TX,73.02,26.98,0,0,0,0,8/30/2022,9/5/2022,1
20220823,48005,Angelina County,TX,0,100,7.3,0,0,0,8/23/2022,8/29/2022,1
20220816,48005,Angelina County,TX,0,100,100,100,0,0,8/16/2022,8/22/2022,1
20220809,48005,Angelina County,TX,0,100,100,100,0,0,8/9/2022,8/15/2022,1
20220802,48005,Angelina County,TX,0,100,100,100,0,0,8/2/2022,8/8/2022,1
20220726,48005,Angelina County,TX,0,100,100,88.5,0,0,7/26/2022,8/1/2022,1
20220719,48005,Angelina County,TX,0,100,100,8.19,0,0,7/19/2022,7/25/2022,1
20220712,48005,Angelina County,TX,0,100,100,0,0,0,7/12/2022,7/18/2022,1
20220705,48005,Angelina County,TX,0,100,93.55,0,0,0,7/5/2022,7/11/2022,1
20220628,48005,Angelina County,TX,0,100,100,0,0,0,6/28/2022,7/4/2022,1
20220621,48005,Angelina County,TX,0,100,32.99,0,0,0,6/21/2022,6/27/2022,1
20220614,48005,Angelina County,TX,7.28,92.72,32.99,0,0,0,6/14/2022,6/20/2022,1
20220607,48005,Angelina County,TX,28.87,71.13,0,0,0,0,6/7/2022,6/13/2022,1
20220531,48005,Angelina County,TX,48.29,51.71,0,0,0,0,5/31/2022,6/6/2022,1
20220524,48005,Angelina County,TX,26.45,73.55,0,0,0,0,5/24/2022,5/30/2022,1
20220517,48005,Angelina County,TX,17.63,82.37,21.52,0,0,0,5/17/2022,5/23/2022,1
20220510,48005,Angelina County,TX,17.63,82.37,21.52,0,0,0,5/10/2022,5/16/2022,1
20220503,48005,Angelina County,TX,13.68,86.32,36.05,0,0,0,5/3/2022,5/9/2022,1
20220426,48005,Angelina County,TX,13.94,86.06,36.05,0,0,0,4/26/2022,5/2/2022,1
20220419,48005,Angelina County,TX,0.49,99.51,76.86,0,0,0,4/19/2022,4/25/2022,1
20220412,48005,Angelina County,TX,0,100,92.71,0,0,0,4/12/2022,4/18/2022,1
20220405,48005,Angelina County,TX,0,100,92.39,0,0,0,4/5/2022,4/11/2022,1
20220329,48005,Angelina County,TX,0,100,100,0,0,0,3/29/2022,4/4/2022,1
20220322,48005,Angelina County,TX,0,100,100,0,0,0,3/22/2022,3/28/2022,1
20220315,48005,Angelina County,TX,0,100,100,48.76,0,0,3/15/2022,3/21/2022,1
20220308,48005,Angelina County,TX,0,100,100,48.76,0,0,3/8/2022,3/14/2022,1
20220301,48005,Angelina County,TX,0,100,100,48.76,0,0,3/1/2022,3/7/2022,1
20220222,48005,Angelina County,TX,0,100,100,47.44,0,0,2/22/2022,2/28/2022,1
20220215,48005,Angelina County,TX,0,100,97.89,47.44,0,0,2/15/2022,2/21/2022,1
20220208,48005,Angelina County,TX,0,100,97.89,47.44,0,0,2/8/2022,2/14/2022,1
20220201,48005,Angelina County,TX,0,100,97.89,48.63,0.29,0,2/1/2022,2/7/2022,1
20220125,48005,Angelina County,TX,0,100,97.89,48.63,0.29,0,1/25/2022,1/31/2022,1
20220118,48005,Angelina County,TX,0,100,100,49.95,0,0,1/18/2022,1/24/2022,1
20220111,48005,Angelina County,TX,0,100,100,49.95,0,0,1/11/2022,1/17/2022,1
20220104,48005,Angelina County,TX,0,100,100,45.99,0,0,1/4/2022,1/10/2022,1
20211228,48005,Angelina County,TX,0,100,100,0,0,0,12/28/2021,1/3/2022,1
20211221,48005,Angelina County,TX,0,100,84.78,0,0,0,12/21/2021,12/27/2021,1
20211214,48005,Angelina County,TX,0,100,100,0,0,0,12/14/2021,12/20/2021,1
20211207,48005,Angelina County,TX,0,100,100,0,0,0,12/7/2021,12/13/2021,1
20211130,48005,Angelina County,TX,0,100,99.87,0,0,0,11/30/2021,12/6/2021,1
20211123,48005,Angelina County,TX,0,100,98.94,0,0,0,11/23/2021,11/29/2021,1
20211116,48005,Angelina County,TX,0,100,98.94,0,0,0,11/16/2021,11/22/2021,1
20211109,48005,Angelina County,TX,0,100,98.94,0,0,0,11/9/2021,11/15/2021,1
20211102,48005,Angelina County,TX,0,100,98.94,0,0,0,11/2/2021,11/8/2021,1
20211026,48005,Angelina County,TX,0,100,98.94,0,0,0,10/26/2021,11/1/2021,1
20211019,48005,Angelina County,TX,0,100,75.61,0,0,0,10/19/2021,10/25/2021,1
20211012,48005,Angelina County,TX,0,100,75.61,0,0,0,10/12/2021,10/18/2021,1
20211005,48005,Angelina County,TX,0,100,43.22,0,0,0,10/5/2021,10/11/2021,1
20210928,48005,Angelina County,TX,0,100,0,0,0,0,9/28/2021,10/4/2021,1
20210921,48005,Angelina County,TX,15.1,84.9,0,0,0,0,9/21/2021,9/27/2021,1
20210914,48005,Angelina County,TX,79.22,20.78,0,0,0,0,9/14/2021,9/20/2021,1
20210907,48005,Angelina County,TX,100,0,0,0,0,0,9/7/2021,9/13/2021,1
20210831,48005,Angelina County,TX,100,0,0,0,0,0,8/31/2021,9/6/2021,1
20210824,48005,Angelina County,TX,100,0,0,0,0,0,8/24/2021,8/30/2021,1
20210817,48005,Angelina County,TX,100,0,0,0,0,0,8/17/2021,8/23/2021,1
20210810,48005,Angelina County,TX,100,0,0,0,0,0,8/10/2021,8/16/2021,1
20210803,48005,Angelina County,TX,100,0,0,0,0,0,8/3/2021,8/9/2021,1
20210727,48005,Angelina County,TX,100,0,0,0,0,0,7/27/2021,8/2/2021,1
20210720,48005,Angelina County,TX,100,0,0,0,0,0,7/20/2021,7/26/2021,1
20210713,48005,Angelina County,TX,100,0,0,0,0,0,7/13/2021,7/19/2021,1
20210706,48005,Angelina County,TX,100,0,0,0,0,0,7/6/2021,7/12/2021,1
20210629,48005,Angelina County,TX,100,0,0,0,0,0,6/29/2021,7/5/2021,1
20210622,48005,Angelina County,TX,100,0,0,0,0,0,6/22/2021,6/28/2021,1
20210615,48005,Angelina County,TX,100,0,0,0,0,0,6/15/2021,6/21/2021,1
20210608,48005,Angelina County,TX,100,0,0,0,0,0,6/8/2021,6/14/2021,1
20210601,48005,Angelina County,TX,100,0,0,0,0,0,6/1/2021,6/7/2021,1
20210525,48005,Angelina County,TX,100,0,0,0,0,0,5/25/2021,5/31/2021,1
20210518,48005,Angelina County,TX,100,0,0,0,0,0,5/18/2021,5/24/2021,1
20210511,48005,Angelina County,TX,100,0,0,0,0,0,5/11/2021,5/17/2021,1
20210504,48005,Angelina County,TX,100,0,0,0,0,0,5/4/2021,5/10/2021,1
20210427,48005,Angelina County,TX,49.9,50.1,0,0,0,0,4/27/2021,5/3/2021,1
20210420,48005,Angelina County,TX,24.79,75.21,7.59,0,0,0,4/20/2021,4/26/2021,1
20210413,48005,Angelina County,TX,0,100,7.59,0,0,0,4/13/2021,4/19/2021,1
20210406,48005,Angelina County,TX,0,100,87.67,0,0,0,4/6/2021,4/12/2021,1
20210330,48005,Angelina County,TX,0,100,87.67,0,0,0,3/30/2021,4/5/2021,1
20210323,48005,Angelina County,TX,0,100,87.67,0,0,0,3/23/2021,3/29/2021,1
20210316,48005,Angelina County,TX,0,100,76.4,0,0,0,3/16/2021,3/22/2021,1
20210309,48005,Angelina County,TX,0.06,99.94,52.4,0,0,0,3/9/2021,3/15/2021,1
20210302,48005,Angelina County,TX,0.06,99.94,0.79,0,0,0,3/2/2021,3/8/2021,1
20210223,48005,Angelina County,TX,17.49,82.51,0,0,0,0,2/23/2021,3/1/2021,1
20210216,48005,Angelina County,TX,23.05,76.95,0,0,0,0,2/16/2021,2/22/2021,1
20210209,48005,Angelina County,TX,17.49,82.51,0,0,0,0,2/9/2021,2/15/2021,1
20210202,48005,Angelina County,TX,100,0,0,0,0,0,2/2/2021,2/8/2021,1
20210126,48005,Angelina County,TX,100,0,0,0,0,0,1/26/2021,2/1/2021,1
20210119,48005,Angelina County,TX,100,0,0,0,0,0,1/19/2021,1/25/2021,1
20210112,48005,Angelina County,TX,100,0,0,0,0,0,1/12/2021,1/18/2021,1
20210105,48005,Angelina County,TX,45.75,54.25,0,0,0,0,1/5/2021,1/11/2021,1
20201229,48005,Angelina County,TX,4.94,95.06,52.86,0,0,0,12/29/2020,1/4/2021,1
20201222,48005,Angelina County,TX,0.24,99.76,52.86,0,0,0,12/22/2020,12/28/2020,1
20201215,48005,Angelina County,TX,0,100,52.86,0,0,0,12/15/2020,12/21/2020,1
20201208,48005,Angelina County,TX,0,100,58.34,27.7,0,0,12/8/2020,12/14/2020,1
20201201,48005,Angelina County,TX,0.12,99.88,58.34,27.7,0,0,12/1/2020,12/7/2020,1
20201124,48005,Angelina County,TX,0,100,95.24,52.53,0,0,11/24/2020,11/30/2020,1
20201117,48005,Angelina County,TX,0,100,72.95,31.02,0,0,11/17/2020,11/23/2020,1
20201110,48005,Angelina County,TX,5.02,94.98,65.42,0,0,0,11/10/2020,11/16/2020,1
20201103,48005,Angelina County,TX,14.93,85.07,35.4,0,0,0,11/3/2020,11/9/2020,1
20201027,48005,Angelina County,TX,46.31,53.69,1.85,0,0,0,10/27/2020,11/2/2020,1
20201020,48005,Angelina County,TX,92.66,7.34,0,0,0,0,10/20/2020,10/26/2020,1
20201013,48005,Angelina County,TX,100,0,0,0,0,0,10/13/2020,10/19/2020,1
20201006,48005,Angelina County,TX,100,0,0,0,0,0,10/6/2020,10/12/2020,1
20200929,48005,Angelina County,TX,100,0,0,0,0,0,9/29/2020,10/5/2020,1
20200922,48005,Angelina County,TX,100,0,0,0,0,0,9/22/2020,9/28/2020,1
20200915,48005,Angelina County,TX,100,0,0,0,0,0,9/15/2020,9/21/2020,1
20200908,48005,Angelina County,TX,78.84,21.16,0,0,0,0,9/8/2020,9/14/2020,1
20200901,48005,Angelina County,TX,47,53,0,0,0,0,9/1/2020,9/7/2020,1
20200825,48005,Angelina County,TX,36.14,63.86,0,0,0,0,8/25/2020,8/31/2020,1
20200818,48005,Angelina County,TX,100,0,0,0,0,0,8/18/2020,8/24/2020,1
20200811,48005,Angelina County,TX,100,0,0,0,0,0,8/11/2020,8/17/2020,1
20200804,48005,Angelina County,TX,100,0,0,0,0,0,8/4/2020,8/10/2020,1
20200728,48005,Angelina County,TX,29.49,70.51,0,0,0,0,7/28/2020,8/3/2020,1
20200721,48005,Angelina County,TX,32.44,67.56,0,0,0,0,7/21/2020,7/27/2020,1
20200714,48005,Angelina County,TX,32.44,67.56,0,0,0,0,7/14/2020,7/20/2020,1
20200707,48005,Angelina County,TX,32.44,67.56,0,0,0,0,7/7/2020,7/13/2020,1
20200630,48005,Angelina County,TX,0,100,0,0,0,0,6/30/2020,7/6/2020,1
20200623,48005,Angelina County,TX,0,100,0,0,0,0,6/23/2020,6/29/2020,1
20200616,48005,Angelina County,TX,40.46,59.54,0,0,0,0,6/16/2020,6/22/2020,1
20200609,48005,Angelina County,TX,100,0,0,0,0,0,6/9/2020,6/15/2020,1
20200602,48005,Angelina County,TX,100,0,0,0,0,0,6/2/2020,6/8/2020,1
20200526,48005,Angelina County,TX,100,0,0,0,0,0,5/26/2020,6/1/2020,1
20200519,48005,Angelina County,TX,100,0,0,0,0,0,5/19/2020,5/25/2020,1
20200512,48005,Angelina County,TX,100,0,0,0,0,0,5/12/2020,5/18/2020,1
20200505,48005,Angelina County,TX,100,0,0,0,0,0,5/5/2020,5/11/2020,1
20200428,48005,Angelina County,TX,100,0,0,0,0,0,4/28/2020,5/4/2020,1
20200421,48005,Angelina County,TX,100,0,0,0,0,0,4/21/2020,4/27/2020,1
20200414,48005,Angelina County,TX,100,0,0,0,0,0,4/14/2020,4/20/2020,1
20200407,48005,Angelina County,TX,100,0,0,0,0,0,4/7/2020,4/13/2020,1
20200331,48005,Angelina County,TX,100,0,0,0,0,0,3/31/2020,4/6/2020,1
20200324,48005,Angelina County,TX,100,0,0,0,0,0,3/24/2020,3/30/2020,1
20200317,48005,Angelina County,TX,57.15,42.85,0,0,0,0,3/17/2020,3/23/2020,1
20200310,48005,Angelina County,TX,97.57,2.43,0,0,0,0,3/10/2020,3/16/2020,1
20200303,48005,Angelina County,TX,97.57,2.43,0,0,0,0,3/3/2020,3/9/2020,1
20200225,48005,Angelina County,TX,96.29,3.71,0,0,0,0,2/25/2020,3/2/2020,1
20200218,48005,Angelina County,TX,29.42,70.58,0,0,0,0,2/18/2020,2/24/2020,1
20200211,48005,Angelina County,TX,50.31,49.69,20.44,0,0,0,2/11/2020,2/17/2020,1
20200204,48005,Angelina County,TX,19.3,80.7,20.44,0,0,0,2/4/2020,2/10/2020,1
20200128,48005,Angelina County,TX,18.1,81.9,20.44,0,0,0,1/28/2020,2/3/2020,1
20200121,48005,Angelina County,TX,2.93,97.07,20.44,0,0,0,1/21/2020,1/27/2020,1
20200114,48005,Angelina County,TX,1.97,98.03,20.44,0,0,0,1/14/2020,1/20/2020,1
20200107,48005,Angelina County,TX,1.97,98.03,20.44,0,0,0,1/7/2020,1/13/2020,1
20191231,48005,Angelina County,TX,1.97,98.03,1.83,0,0,0,12/31/2019,1/6/2020,1
20191224,48005,Angelina County,TX,1.97,98.03,1.83,0,0,0,12/24/2019,12/30/2019,1
20191217,48005,Angelina County,TX,1.97,98.03,0,0,0,0,12/17/2019,12/23/2019,1
20191210,48005,Angelina County,TX,58,42,0,0,0,0,12/10/2019,12/16/2019,1
20191203,48005,Angelina County,TX,92.13,7.87,0,0,0,0,12/3/2019,12/9/2019,1
20191126,48005,Angelina County,TX,100,0,0,0,0,0,11/26/2019,12/2/2019,1
20191119,48005,Angelina County,TX,100,0,0,0,0,0,11/19/2019,11/25/2019,1
20191112,48005,Angelina County,TX,100,0,0,0,0,0,11/12/2019,11/18/2019,1
20191105,48005,Angelina County,TX,100,0,0,0,0,0,11/5/2019,11/11/2019,1
20191029,48005,Angelina County,TX,100,0,0,0,0,0,10/29/2019,11/4/2019,1
20191022,48005,Angelina County,TX,100,0,0,0,0,0,10/22/2019,10/28/2019,1
20191015,48005,Angelina County,TX,100,0,0,0,0,0,10/15/2019,10/21/2019,1
20191008,48005,Angelina County,TX,99.74,0.26,0,0,0,0,10/8/2019,10/14/2019,1
20191001,48005,Angelina County,TX,99.72,0.28,0,0,0,0,10/1/2019,10/7/2019,1
20190924,48005,Angelina County,TX,99.81,0.19,0,0,0,0,9/24/2019,9/30/2019,1
20190917,48005,Angelina County,TX,35.21,64.79,0,0,0,0,9/17/2019,9/23/2019,1
20190910,48005,Angelina County,TX,32.62,67.38,0,0,0,0,9/10/2019,9/16/2019,1
20190903,48005,Angelina County,TX,97.6,2.4,0,0,0,0,9/3/2019,9/9/2019,1
20190827,48005,Angelina County,TX,60.24,39.76,0.1,0,0,0,8/27/2019,9/2/2019,1
20190820,48005,Angelina County,TX,92.49,7.51,0,0,0,0,8/20/2019,8/26/2019,1
20190813,48005,Angelina County,TX,100,0,0,0,0,0,8/13/2019,8/19/2019,1
20190806,48005,Angelina County,TX,100,0,0,0,0,0,8/6/2019,8/12/2019,1
20190730,48005,Angelina County,TX,100,0,0,0,0,0,7/30/2019,8/5/2019,1
20190723,48005,Angelina County,TX,100,0,0,0,0,0,7/23/2019,7/29/2019,1
20190716,48005,Angelina County,TX,100,0,0,0,0,0,7/16/2019,7/22/2019,1
20190709,48005,Angelina County,TX,100,0,0,0,0,0,7/9/2019,7/15/2019,1
20190702,48005,Angelina County,TX,100,0,0,0,0,0,7/2/2019,7/8/2019,1
20190625,48005,Angelina County,TX,100,0,0,0,0,0,6/25/2019,7/1/2019,1
20190618,48005,Angelina County,TX,100,0,0,0,0,0,6/18/2019,6/24/2019,1
20190611,48005,Angelina County,TX,100,0,0,0,0,0,6/11/2019,6/17/2019,1
20190604,48005,Angelina County,TX,100,0,0,0,0,0,6/4/2019,6/10/2019,1
20190528,48005,Angelina County,TX,100,0,0,0,0,0,5/28/2019,6/3/2019,1
20190521,48005,Angelina County,TX,100,0,0,0,0,0,5/21/2019,5/27/2019,1
20190514,48005,Angelina County,TX,100,0,0,0,0,0,5/14/2019,5/20/2019,1
20190507,48005,Angelina County,TX,100,0,0,0,0,0,5/7/2019,5/13/2019,1
20190430,48005,Angelina County,TX,100,0,0,0,0,0,4/30/2019,5/6/2019,1
20190423,48005,Angelina County,TX,100,0,0,0,0,0,4/23/2019,4/29/2019,1
20190416,48005,Angelina County,TX,100,0,0,0,0,0,4/16/2019,4/22/2019,1
20190409,48005,Angelina County,TX,100,0,0,0,0,0,4/9/2019,4/15/2019,1
20190402,48005,Angelina County,TX,100,0,0,0,0,0,4/2/2019,4/8/2019,1
20190326,48005,Angelina County,TX,100,0,0,0,0,0,3/26/2019,4/1/2019,1
