pond,cycle,mean_t,sd_t,B,markov_memory,time_memory
1,1,2.495145631067961,2.8555889005211768,0.06736332503981769,0,-0.1349597291934166
1,2,4.577464788732394,11.293059780022906,0.42314889858849863,0,-0.025442067795461522
1,3,4.48,6.333864368443473,0.17143403183910233,0,-0.11355038802055893
1,4,2.643939393939394,3.210508926761916,0.09677590471148817,0,-0.10454843759186445
1,5,3.2421052631578946,3.7493709812126137,0.07255487973132516,0,-0.18205136375223044
1,6,2.9893617021276597,3.6352358070888826,0.09749635416531248,0,-0.06266176152347977
1,7,3.369047619047619,4.546360286330901,0.14873682839305072,0,0.10223035723277894
1,8,3.0821917808219177,3.085600178686358,5.526123265532602e-4,0,0.11598257463730466
1,9,3.086021505376344,4.940198715371537,0.23101499323456404,0,-0.06221326156292201
1,10,4.298507462686567,6.438555563057589,0.1993141043542213,0,-0.12864265686199636
1,11,4.327272727272727,9.323515760052434,0.3660039885182272,0,-0.0880823352991517
1,12,2.9080459770114944,2.9752161692346806,0.011417167984949347,0,-0.08859016459023472
1,13,2.621359223300971,3.3287709115314943,0.11889012041758336,0,-0.008967729139344516
1,14,2.9908256880733943,4.208667011730711,0.16915654677869918,0,-0.12232634426135164
1,15,2.739130434782609,3.274508822213776,0.08902735341304314,0,-0.06119314049980143
1,16,6.531914893617022,13.973345844126094,0.3629035029440988,0,-0.08709906666034965
1,17,4.302631578947368,7.027602221416359,0.24050436120581314,0,-0.1330872766929419
1,18,2.628099173553719,3.7218548946391383,0.17224624136481237,0,-0.04435848737657482
1,19,2.9454545454545453,4.998782170287911,0.25846757823372146,0,-0.05152134150411878
1,20,3.329896907216495,5.789217076968281,0.26968849978374765,0,-0.0912391217974187
1,21,2.546218487394958,2.9132889537651248,0.06723508857278317,0,-0.04403083407720665
1,22,3.9444444444444446,8.415091890050688,0.36171643697739586,0,-0.044040477443853525
2,1,4.135802469135802,5.873144571734449,0.1735789085010075,0,-0.06069702934860416
2,2,2.6486486486486487,3.1841900601355975,0.09181488435132353,0,-0.06429021470459943
2,3,4.2,6.755781206503429,0.2332815121377469,0,0.026460299958887365
2,4,2.861788617886179,5.150720470457256,0.2856697979788885,0,-0.006865357198230011
2,5,3.6133333333333333,5.897533459074302,0.24016739752515587,0,-0.1465596734254069
2,6,2.657142857142857,3.2428280968830383,0.09926917340847821,0,-0.08604161362364457
2,7,1.935483870967742,1.6733619609798767,-0.07263316921643162,0,-0.03691485481500416
2,8,3.5076923076923077,5.312494343888392,0.20462175093229332,0,0.19224741495323922
2,9,3.021276595744681,3.9157216157605643,0.12893833798780807,0,-0.14788034243461512
2,10,3.42,5.717561110342857,0.2514413947658566,0,0.03657195120443956
2,11,6.478260869565218,19.60129148855564,0.5031923262633787,0,-0.0749890609518732
2,12,4.9787234042553195,8.661482355563894,0.26999291771368306,0,0.12430639473229922
2,13,2.9702970297029703,3.8011983519531167,0.122705735649034,0,0.0810633527505449
2,14,4,6.691287868066456,0.25172719145510963,0,-0.11792733770101249
2,15,2.5833333333333335,6.119282150308786,0.4063087497800865,0,-0.04122938530734632
2,16,2.19672131147541,2.240275013601424,0.00981603295000695,0,-0.127982939207429
2,17,3.2395833333333335,9.341187563030694,0.4849944633727323,0,-0.02756628310699668
2,18,2.7339449541284404,4.356013726968097,0.22878395288317627,0,0.03828700007222262
2,19,2.7222222222222223,3.392772233261655,0.10965668340681628,0,-0.09688768606224628
2,20,2.774193548387097,2.863294819434667,0.01580513612341117,0,-0.026173979984603545
2,21,2.2427184466019416,2.1938685476263684,-0.011010693363868113,0,-0.09791164023256735
2,22,3.2427184466019416,6.409958580847913,0.3281203882859765,0,-0.06324797412814537
3,1,2.9753086419753085,3.5283682795379203,0.08503799377444012,0,-0.07235251922167936
3,2,8.048780487804878,12.759214747609265,0.22637616966518087,0,-0.24230131739373387
3,3,6.947368421052632,10.142091496069806,0.18694113743268656,0,-0.16183763022300215
3,4,4.795918367346939,6.509542968585732,0.15157493801622238,0,-0.11754890745402774
3,5,8.242424242424242,18.9275432621192,0.39326948101458575,0,-0.10911835142236344
3,6,8.416666666666666,20.16954650111415,0.4111380463535484,0,-0.13000768343174068
3,7,9.074074074074074,20.166472415536877,0.3793498984502183,0,-0.15388414467554482
3,8,3.765625,6.378889258687846,0.2576036853070442,0,-0.13856777698330888
3,9,3.736111111111111,5.574067358496658,0.1974136428625281,0,-0.12874690708992576
3,10,6.679245283018868,14.363111920291963,0.36516187625900137,0,-0.07489622906993106
3,11,12,31.742015618979767,0.4513284387931511,0,-0.12003749448610498
3,12,4.822222222222222,8.413433222285573,0.2713285348897128,0,-0.1025571506036131
3,13,3.7586206896551726,5.440941944017746,0.18286969950123683,0,-0.18149311951457364
3,14,4.387755102040816,7.58237079934604,0.2668823806552525,0,-0.16645959976926833
3,15,2.7865168539325844,2.982798830995813,0.034021708601592066,0,-0.17143186148504042
3,16,3.883116883116883,5.211258121590485,0.14603985846043724,0,-0.1166539059289425
3,17,2.235294117647059,2.073770520106809,-0.03748460770930682,0,-0.015303358613217771
3,18,4.880952380952381,8.459955546652456,0.26827283308765265,0,-0.1876343867905392
3,19,3.647887323943662,4.819895053834666,0.13840787086907885,0,-0.2476961718344015
3,20,5.3,9.965757699774375,0.3056355139085782,0,-0.16593034008013974
3,21,3.105769230769231,5.24343004395407,0.25603183525113343,0,-0.08198335546040726
3,22,5.339622641509434,7.138582589935039,0.14416816481686906,0,-0.27062031841872913
