pond,cycle,Pond_Cycle,No_Spec,Connectance,Weighted_connectance,Unique_Nodes,UniqueEdges,TotalEdges,modularity,mean_Distance,harm.centrality,betweenness,betweenness_weighted,skewness,J,mean_t,sd_t,B,markov_memory,time_memory,meanDayOnset,medDayOnset,event.rate
6,22,pond_6_cycle_22,8,0.14761904761904762,0.5142857142857142,15,31,54,0.19547325102880658,2.2065079365079336,0.8837644568384183,0.5472919937205651,8.142857142857142,1.5399583119380016,0.9439251776872856,4.666666666666667,13.959510182248584,0.4989130937046329,0,-0.06344997343695567,112.76363636363637,113,0.004856929714543856
6,23,pond_6_cycle_23,7,0.08333333333333333,0.27,25,50,81,0.3517756439567139,3.7180873015872917,0.6299019138030801,0.400727153784219,10.420289855072463,2.4677841255903243,0.944187497945777,4.049382716049383,14.144699744575616,0.5548681583901891,0,-0.0021923196268129647,125.03658536585365,124.5,0.003516357830532523
6,24,pond_6_cycle_24,7,0.07635467980295567,0.22660098522167488,29,62,92,0.46644612476370517,3.4584975369457953,0.539571093533971,0.325916477702192,9.088624338624339,4.2936273905476705,0.9202853703027006,3.4565217391304346,4.691383365132624,0.15155572017598712,0,-0.061971736891986644,159.9784946236559,159,0.0036001145736543547
7,1,pond_7_cycle_1,9,0.13186813186813187,0.5934065934065934,14,24,54,0.3244170096021948,2.0058738880167444,0.9881445807309185,0.7361932938856016,9.570512820512821,1.267922359588366,0.9001794601286325,5.111111111111111,8.991960070638086,0.2751775772463793,0,-0.023024268823895456,162.3272727272727,177,0.003831301477560549
7,2,pond_7_cycle_2,8,0.14835164835164835,0.46153846153846156,14,27,42,0.352891156462585,2.1950549450549426,0.7750570022559953,0.6868836291913215,9.08974358974359,1.3232593877761782,0.9587016750606161,3.761904761904762,4.471097010635461,0.08614017928382926,0,-0.10391661111178759,158.11627906976744,170,0.006045150826756129
7,3,pond_7_cycle_3,7,0.12418300653594772,0.39869281045751637,18,38,61,0.4568664337543672,2.451933551198257,0.6687406200589213,0.6007785467128027,10.279411764705882,2.907129605633785,0.923113244690134,3.7049180327868854,7.174826971885993,0.31893292881485485,0,-0.02276418449126904,147.7741935483871,149.5,0.004963666332438441
7,4,pond_7_cycle_4,6,0.2222222222222222,0.9777777777777777,10,20,44,0.39979338842975204,1.4809523809523801,1.1354142275014576,0.5987654320987654,5.347222222222222,1.749639869927867,0.9092744262775883,8.181818181818182,13.456688018650416,0.24377236524386342,0,-0.19872888669112815,193.77777777777777,161,0.00254991052637247
7,5,pond_7_cycle_5,6,0.23333333333333334,1.1555555555555554,10,21,52,0.3380177514792899,1.4115873015873006,1.312297387412866,0.45524691358024694,4.791666666666667,1.069076155618817,0.9147217452799843,6.5576923076923075,12.77008370009338,0.32142298161457244,0,-0.1255494537256489,156.75471698113208,141,0.0028336904953714334
7,6,pond_7_cycle_6,6,0.2,1.1555555555555554,10,18,52,0.3481878698224852,1.5419973544973544,1.3194857452525133,0.4876543209876543,5.013888888888889,0.9022549036557318,0.8859241904804225,4.769230769230769,5.450725386571865,0.06668273395225476,0,-0.23378535782134882,173.75471698113208,160,0.003929265448892341
7,7,pond_7_cycle_7,8,0.12637362637362637,0.4175824175824176,14,23,38,0.40131578947368424,2.540293040293039,0.732209359965928,0.5241617357001972,6.814102564102564,1.329671512226197,0.9419188269366447,6,8.871454373590765,0.1930849734972789,0,-0.14512428937745053,182.17948717948718,171,0.004380520168994583
7,8,pond_7_cycle_8,7,0.16666666666666666,0.6153846153846154,13,26,48,0.45160590277777773,2.439713064713064,0.8933916888367386,0.45233585858585856,6.03030303030303,2.2169333474675486,0.9348280569806002,4.3125,6.913312012250236,0.23168141506485979,0,-0.10748471351916845,140.0204081632653,141,0.004588796841166896
7,9,pond_7_cycle_9,8,0.125,0.38333333333333336,16,30,46,0.4017013232514178,2.2579861111111104,0.7448170789045153,0.6447619047619048,9.67142857142857,1.5857119687049923,0.9472889430377598,4.521739130434782,5.31972902582571,0.08108443605371007,0,-0.0372536939478865,166.87234042553192,160,0.004862886273860518
7,10,pond_7_cycle_10,9,0.11029411764705882,0.40441176470588236,17,30,55,0.2991735537190082,2.1193359374999985,0.8288921658486064,0.4421875,8.408333333333333,1.3290978986303608,0.9383677294993403,4.4,6.9244601340572505,0.2229210138207978,0,-0.1682588115151764,176.28571428571428,170,0.004496013406843017
7,11,pond_7_cycle_11,7,0.15384615384615385,0.7142857142857143,14,28,65,0.12390532544378698,1.7319902319902316,1.1347738074160403,0.5853057199211046,9.467948717948717,1.6689478037942624,0.8940876491805432,2.923076923076923,2.7174648819470297,-0.036452533858849764,0,-0.022518359948087808,146.71212121212122,141.5,0.0056579417069565876
7,12,pond_7_cycle_12,7,0.1794871794871795,0.6923076923076923,13,28,54,0.10133744855967076,1.6328951719576723,1.0971692419747878,0.5293560606060606,7.2272727272727275,2.3440146822003554,0.9123665793274389,3.740740740740741,5.006355150584162,0.14468966907046463,0,0.0451759446737965,188.23636363636365,178,0.005590756119946977
7,13,pond_7_cycle_13,7,0.1213235294117647,0.49264705882352944,17,33,67,0.17999554466473602,2.273437500000001,0.8613860743400917,0.49700520833333334,9.391666666666667,2.246727006045342,0.881204646097291,3.8805970149253732,6.673153786355788,0.2646032509211242,0,0.0010359747303418717,162.16176470588235,145,0.004178810649940822
